公司,年月,股東權益總額,當季季底P/E,季底普通股市值,TEJ主產業代碼
1447 力鵬,2013/6/28,"9,780,759",7.56,"9,388,047",14A
1449 佳和,2013/6/28,"719,398",,"336,949",14C
1451 年興,2013/6/28,"9,867,780",16.59,"12,344,063",14C
1452 宏益,2013/6/28,"1,987,604",13.78,"1,352,938",14A
1453 大將,2013/6/28,"974,146",6.73,"858,696",14B
1454 台富,2013/6/28,"1,556,817",121.35,"1,006,016",14C
1455 集盛,2013/6/28,"7,370,441",22.8,"5,608,838",14A
1456 怡華,2013/6/28,"697,543",,"1,499,600",14C
1457 宜進,2013/6/28,"3,703,002",,"2,288,693",14A
1459 聯發,2013/6/28,"3,801,640","1,226.60","2,869,024",
1460 宏遠,2013/6/28,"4,380,179",31.63,"3,840,190",14C
1463 強盛,2013/6/28,"2,083,535",,"2,534,115",
1464 得力,2013/6/28,"2,587,342",38.17,"2,123,412",14C
1465 偉全,2013/6/28,"2,186,078",10.11,"1,200,112",14C
1466 聚隆,2013/6/28,"1,508,632",14.87,"1,695,646",14A
1467 南緯,2013/6/28,"2,382,718",,"2,035,329",14C
1468 昶和,2013/6/28,"1,325,662",,"1,604,050",14C
1470 大統新創,2013/6/28,"887,908",83.81,"1,200,738",14E
1471 首利,2013/6/28,"2,622,965",,"1,964,303",23D
1472 三洋紡,2013/6/28,"308,374",,"1,039,740",14A
1473 台南,2013/6/28,"4,906,712",15.98,"4,705,645",14C
1474 弘裕,2013/6/28,"1,701,343",,"998,208",14C
1475 業旺,2013/6/28,"406,015",,"305,643",14C
1476 儒鴻,2013/6/28,"6,613,056",19.56,"54,495,202",14C
1477 聚陽,2013/6/28,"4,586,448",16.22,"23,966,371",14C
1503 士電,2013/6/28,"19,469,681",14.86,"18,416,360",15B
1504 東元,2013/6/28,"41,929,032",12.54,"57,622,890",15B
1506 正道,2013/6/28,"1,412,790",,"1,650,389",15D
1507 永大,2013/6/28,"9,289,191",15.2,"24,567,036",15B
1512 瑞利,2013/6/28,"2,038,441",,"1,310,792",15D
1513 中興電,2013/6/28,"7,515,938",9.8,"8,088,000",15B
1514 亞力,2013/6/28,"2,589,459",14.54,"1,960,403",15B
1515 力山,2013/6/28,"2,130,940",123.2,"1,611,480",15A
1516 川飛,2013/6/28,"170,788",267.11,"329,082",99Z
1517 利奇,2013/6/28,"3,520,168",7.56,"3,166,768",15E
1519 華城,2013/6/28,"2,873,823",16.27,"3,537,336",15B
1521 大億,2013/6/28,"1,433,807",12.28,"3,529,449",15D
1522 堤維西,2013/6/28,"5,859,534",21.35,"3,817,343",15D
1524 耿鼎,2013/6/28,"1,951,616",,"1,201,864",15D
1525 江申,2013/6/28,"2,600,624",9.44,"2,648,621",15D
1526 日馳,2013/6/28,"465,125",12.06,"382,500",15E
1527 鑽全,2013/6/28,"2,545,458",10.15,"3,824,561",15A
1528 恩德,2013/6/28,"2,088,852",14.95,"2,153,550",15A
1529 樂士,2013/6/28,"508,429",,"594,305",15B
1530 亞崴,2013/6/28,"2,305,028",9.17,"2,862,803",15A
1531 高林股,2013/6/28,"4,436,500",12.69,"4,162,404",15A
1532 勤美,2013/6/28,"16,501,127",9.59,"14,151,001",20A
1533 車王電,2013/6/28,"1,885,466",13.54,"1,571,565",15D
1535 中宇,2013/6/28,"2,863,755",14.68,"9,810,133",15B
1536 和大,2013/6/28,"2,336,556",10.96,"3,997,075",15D
1537 廣隆,2013/6/28,"2,499,005",6.89,"6,127,034",15Z
1538 正峰,2013/6/28,"1,175,018",,"2,073,133",15A
1539 巨庭,2013/6/28,"666,648",10.28,"653,046",15A
1540 喬福,2013/6/28,"1,265,708",18.9,"1,504,325",15A
1541 錩泰,2013/6/28,"914,404",,"831,340",
1558 伸興,2013/6/28,"2,546,762",7.99,"6,639,467",15A
1560 中砂,2013/6/28,"3,396,808",10.51,"7,289,700",15A
1568 倉佑,2013/6/28,"1,116,482",9.56,"963,042",15D
1582 信錦,2013/6/28,"4,483,694",7.97,"7,711,925",23D
1583 程泰,2013/6/28,"4,089,391",6.28,"3,928,517",15A
1587 吉茂,2013/6/28,"1,068,983",21,"1,118,364",15D
1589 永冠-KY,2013/6/28,"5,916,767",7.4,"3,975,027",15A
1590 亞德客-KY,2013/6/28,"6,113,967",12.44,"22,951,357",15A
1592 英瑞-KY,2013/6/28,"1,844,339",,,15D
1597 直得,2013/6/28,"1,349,033",47.03,"3,347,052",15A
1598 岱宇,2013/6/28,"870,408",15.41,"2,315,672",17G
1603 華電,2013/6/28,"4,898,696",14.54,"4,381,440",16
1604 聲寶,2013/6/28,"7,597,428",13.36,"5,725,615",15C
1605 華新,2013/6/28,"67,780,753",16.54,"30,431,760",16
1608 華榮,2013/6/28,"8,754,880",87.46,"7,213,612",16
1609 大亞,2013/6/28,"7,874,814",107.94,"3,985,837",16
1611 中電,2013/6/28,"6,061,398",27.01,"5,976,585",15C
1612 宏泰,2013/6/28,"4,879,973",,"3,066,468",16
1614 三洋電,2013/6/28,"5,392,108",46.49,"11,508,555",15C
1615 大山,2013/6/28,"1,412,795",35.98,"1,140,982",16
1616 億泰,2013/6/28,"1,773,745",,"1,100,819",16
1617 榮星,2013/6/28,"1,560,730",,"1,420,695",16
1618 合機,2013/6/28,"4,486,788",12.65,"2,601,331",16
1626 艾美特-KY,2013/6/28,"3,275,372",43.28,"8,574,580",15C
1701 中化,2013/6/28,"4,778,775",19.37,"5,931,812",17C
1702 南僑,2013/6/28,"4,205,236",9.49,"10,029,901",12B
1707 葡萄王,2013/6/28,"2,537,810",12.76,"14,716,555",17C
1708 東鹼,2013/6/28,"3,914,909",10.31,"5,066,632",17Z
1709 和益,2013/6/28,"6,237,108",13.49,"6,040,545",17E
1710 東聯,2013/6/28,"15,999,998",21.01,"24,578,258",13A
1711 永光,2013/6/28,"6,778,127",15.74,"9,328,186",17B
1712 興農,2013/6/28,"4,593,650",10.58,"4,955,326",17C
1713 國化,2013/6/28,"2,181,729",27.92,"2,317,098",17B
1714 和桐,2013/6/28,"15,984,272",17.43,"11,303,123",17E
1717 長興,2013/6/28,"18,586,029",12.57,"25,256,504",17F
1718 中纖,2013/6/28,"40,240,854",4.98,"15,728,079",13A
1720 生達,2013/6/28,"3,306,944",14.43,"5,850,172",17C
1721 三晃,2013/6/28,"755,626",441.58,"661,040",17F
1722 台肥,2013/6/28,"50,199,238",13.76,"70,952,000",17C
1723 中碳,2013/6/28,"5,803,311",14.88,"35,298,696",17Z
1724 台硝,2013/6/28,"1,845,021",11.32,"2,332,587",17Z
1725 元禎,2013/6/28,"2,097,724",17.35,"2,500,250",17Z
1726 永記,2013/6/28,"6,796,523",11.29,"11,826,000",17B
1727 中華化,2013/6/28,"1,257,644",13.64,"1,715,725",17Z
1730 花仙子,2013/6/28,"789,506",8.97,"1,013,465",17E
1731 美吾華,2013/6/28,"1,632,344",35.17,"2,106,703",17C
1732 毛寶,2013/6/28,"465,919",75.8,"519,927",17E
1733 五鼎,2013/6/28,"1,834,986",12.33,"7,163,204",
1734 杏輝,2013/6/28,"3,307,882",37.53,"5,181,578",17C
1735 日勝化,2013/6/28,"1,472,030",21.18,"1,320,805",17F
1736 喬山,2013/6/28,"5,749,128",20.59,"16,491,356",17G
1737 臺鹽,2013/6/28,"6,462,951",81.06,"6,521,328",17C
1760 寶齡富錦,2013/6/28,"282,449",,"5,449,676",17C
1762 中化生,2013/6/28,"1,690,476",21.19,"3,513,468",17C
1773 勝一,2013/6/28,"3,236,395",8.56,"5,607,000",17Z
1776 展宇,2013/6/28,"1,033,507",8.23,"1,096,332",17F
1783 和康生,2013/6/28,"614,617",,"1,756,068",17G
1786 科妍,2013/6/28,"434,623",64.13,"3,533,200",17G
1789 神隆,2013/6/28,"9,109,472",25.52,"44,910,163",17C
1795 美時,2013/6/28,"670,983",,"2,815,393",17C
1802 台玻,2013/6/28,"49,354,573",,"64,445,426",18
1805 寶徠,2013/6/28,"543,827",,"1,123,710",25A
1806 冠軍,2013/6/28,"7,738,704",89.58,"4,242,150",18
1808 潤隆,2013/6/28,"2,244,349",3.85,"4,992,116",25A
1809 中釉,2013/6/28,"4,187,435",14.95,"2,477,151",18
1810 和成,2013/6/28,"5,457,235",54.38,"3,576,479",18
1817 凱撒衛,2013/6/28,"993,760",9.58,"1,870,500",18
1903 士紙,2013/6/28,"3,847,050",,"11,506,726",19A
1904 正隆,2013/6/28,"22,312,844",7.01,"14,222,126",19A
1905 華紙,2013/6/28,"19,804,566",,"11,521,769",19B
1906 寶隆,2013/6/28,"1,963,622",,"1,072,100",19A
1907 永豐餘,2013/6/28,"44,901,369",15.56,"22,747,083",19A
1909 榮成,2013/6/28,"13,433,767",5.41,"7,042,908",
2002 中鋼,2013/6/28,"306,518,330",24.3,"374,939,286",20A
2006 東和鋼鐵,2013/6/28,"22,044,217",13.33,"27,250,915",20A
2007 燁興,2013/6/28,"5,226,464",,"4,666,817",20A
2008 高興昌,2013/6/28,"5,795,061",,"3,975,488",20A
2009 第一銅,2013/6/28,"4,250,265",,"3,502,718",20A
2010 春源,2013/6/28,"11,019,854",20.75,"7,415,650",20A
2012 春雨,2013/6/28,"4,132,124",71.42,"3,165,514",20A
2013 中鋼構,2013/6/28,"4,275,781",12.95,"8,000,000",20A
2014 中鴻,2013/6/28,"8,551,320",,"11,800,172",20A
2015 豐興,2013/6/28,"15,101,460",24.4,"30,824,747",20A
2017 官田鋼,2013/6/28,"4,990,649",,"2,607,998",20A
2020 美亞,2013/6/28,"3,832,848",12.96,"3,399,802",20A
2022 聚亨,2013/6/28,"7,011,455",,"3,033,994",20A
2023 燁輝,2013/6/28,"30,934,835",,"13,606,045",20A
2024 志聯,2013/6/28,"1,166,094",,"634,295",20A
2025 千興,2013/6/28,"1,778,756",,"1,239,683",20A
2027 大成鋼,2013/6/28,"12,254,235",382.36,"10,622,700",20A
2028 威致,2013/6/28,"2,081,646",,"1,335,600",20A
2029 盛餘,2013/6/28,"7,937,641",13.91,"5,990,007",20A
2030 彰源,2013/6/28,"3,034,667",,"2,472,302",20A
2031 新光鋼,2013/6/28,"5,110,925",,"5,286,918",20A
2032 新鋼,2013/6/28,"1,626,137",92.25,"1,305,210",20A
2033 佳大,2013/6/28,"918,109",,"923,946",20A
2034 允強,2013/6/28,"6,558,016",10.42,"6,125,453",20A
2038 海光,2013/6/28,"3,293,766",,"1,726,320",20A
2049 上銀,2013/6/28,"10,237,610",24.31,"44,110,433",15A
2059 川湖,2013/6/28,"5,021,960",13.58,"20,684,620",20B
2062 橋椿,2013/6/28,"4,415,133",12.54,"10,024,500",99B
2069 運錩,2013/6/28,"2,194,700",,,20A
2101 南港,2013/6/28,"11,009,434",119.24,"30,576,282",21A
2102 泰豐,2013/6/28,"8,999,744",11.35,"8,708,386",21A
2103 台橡,2013/6/28,"17,091,143",13.62,"45,217,425",21C
2104 國際中橡,2013/6/28,"17,282,791",8.56,"17,273,095",21C
2105 正新,2013/6/28,"70,010,302",12,"266,641,641",21A
2106 建大,2013/6/28,"15,746,025",11.11,"48,569,616",21A
2107 厚生,2013/6/28,"9,712,203",6.62,"12,255,709",21B
2108 南帝,2013/6/28,"5,779,319",13.54,"7,410,585",21C
2109 華豐,2013/6/28,"3,968,621",17.17,"3,593,981",21A
2114 鑫永銓,2013/6/28,"1,715,589",9.35,"5,009,098",21B
2115 六暉-KY,2013/6/28,"1,311,915",,,
2201 裕隆,2013/6/28,"75,846,300",18.08,"75,500,112",22A
2204 中華,2013/6/28,"47,526,399",14.04,"36,608,123",22A
2206 三陽工業,2013/6/28,"15,115,455",60.13,"24,919,253",22A
2207 和泰車,2013/6/28,"34,108,057",19.19,"176,415,817",22X
2208 台船,2013/6/28,"13,519,381",19.87,"14,499,518",22B
2227 裕日車,2013/6/28,"20,727,288",12.69,"79,350,000",22X
2228 劍麟,2013/6/28,"1,600,236",10.72,"4,552,310",15D
2231 為升,2013/6/28,"1,174,320",13.03,"4,647,176",15D
2233 宇隆,2013/6/28,"1,140,658",9.9,"3,008,600",15D
2301 光寶科,2013/6/28,"75,217,111",9.81,"121,270,773",23C
2302 麗正,2013/6/28,"1,593,972",,"681,609",23D
2303 聯電,2013/6/28,"209,903,981",95.17,"183,484,697",23G
2305 全友,2013/6/28,"1,175,115",,"682,791",23C
2308 台達電,2013/6/28,"94,547,637",14.84,"331,335,186",23D
2312 金寶,2013/6/28,"17,291,474",10.11,"12,613,715",23E
2313 華通,2013/6/28,"15,676,796",7.67,"15,732,024",23B
2314 台揚,2013/6/28,"3,011,172",,"5,344,268",23K
2316 楠梓電,2013/6/28,"5,835,793",10.83,"3,875,680",23B
2317 鴻海,2013/6/28,"729,059,708",6.96,"875,854,084",23A
2321 東訊,2013/6/28,"603,542",,"820,634",23E
2323 中環,2013/6/28,"32,534,502",,"14,839,612",23C
2324 仁寶,2013/6/28,"114,192,406",9.69,"74,353,186",23A
2327 國巨,2013/6/28,"34,822,376",7.7,"22,383,876",23D
2328 廣宇,2013/6/28,"11,530,544",13.01,"11,869,323",23D
2329 華泰,2013/6/28,"4,489,761",,"4,005,895",23G
2330 台積電,2013/6/28,"746,236,271",13.99,"2,878,041,855",23G
2331 精英,2013/6/28,"15,324,860",12.03,"14,020,837",23B
2332 友訊,2013/6/28,"13,008,827",16.53,"11,883,093",23E
2337 旺宏,2013/6/28,"31,035,354",,"24,474,161",23G
2338 光罩,2013/6/28,"3,936,498",20.02,"2,621,876",23G
2340 光磊,2013/6/28,"7,029,900",12.94,"6,165,981",23C
2342 茂矽,2013/6/28,"3,159,941",,"2,322,865",23G
2344 華邦電,2013/6/28,"35,822,218",,"31,281,295",23G
2345 智邦,2013/6/28,"6,843,772",11.66,"9,788,994",23E
2347 聯強,2013/6/28,"41,367,044",9.84,"62,126,665",23T
2348 海悅,2013/6/28,"415,581",85.13,"4,622,400",23G
2349 錸德,2013/6/28,"27,600,209",,"14,803,317",23C
2351 順德,2013/6/28,"4,070,613",10.22,"5,361,694",23G
2352 佳世達,2013/6/28,"21,694,917",,"13,275,772",23C
2353 宏碁,2013/6/28,"76,731,232",,"60,946,609",23A
2354 鴻準,2013/6/28,"65,877,508",8.94,"90,054,692",23D
2355 敬鵬,2013/6/28,"13,016,940",8.74,"17,489,780",23B
2356 英業達,2013/6/28,"58,188,543",8.19,"59,910,833",23A
2357 華碩,2013/6/28,"129,383,220",6.88,"194,212,080",23A
2358 廷鑫,2013/6/28,"816,680",,"973,250",
2359 所羅門,2013/6/28,"4,480,084",7.05,"2,472,950",23T
2360 致茂,2013/6/28,"8,010,969",14.39,"19,214,709",23H
2362 藍天,2013/6/28,"44,962,900",14.73,"35,749,317",23A
2363 矽統,2013/6/28,"8,061,741",,"6,528,413",23G
2364 倫飛,2013/6/28,"1,014,942",,"574,235",23A
2365 昆盈,2013/6/28,"4,411,894",46.83,"3,386,688",23C
2367 燿華,2013/6/28,"9,451,302",,"6,689,978",23B
2368 金像電,2013/6/28,"6,496,030",,"4,095,612",23B
2369 菱生,2013/6/28,"6,353,817",13.93,"6,081,632",23G
2371 大同,2013/6/28,"62,144,462",,"17,663,497",15B
2373 震旦行,2013/6/28,"6,405,066",13.37,"19,098,651",23T
2374 佳能,2013/6/28,"9,510,216",12.66,"12,077,750",23U
2375 凱美,2013/6/28,"1,740,871",36.02,"1,199,927",23D
2376 技嘉,2013/6/28,"20,388,196",7.78,"17,535,084",23B
2377 微星,2013/6/28,"21,726,436",6.78,"13,264,239",23B
2379 瑞昱,2013/6/28,"18,068,071",12.4,"35,413,309",23G
2380 虹光,2013/6/28,"3,570,195",,"1,810,126",23C
2382 廣達,2013/6/28,"121,092,482",10,"250,526,770",23A
2383 台光電,2013/6/28,"6,385,540",6.89,"8,211,878",23B
2385 群光,2013/6/28,"20,416,159",11.72,"52,710,684",23C
2387 精元,2013/6/28,"7,841,823",22.59,"4,825,629",23C
2388 威盛,2013/6/28,"3,659,877",,"8,780,793",23G
2390 云辰,2013/6/28,"2,552,991",378.1,"3,993,871",23C
2392 正崴,2013/6/28,"25,581,784",7.34,"29,320,470",23D
2393 億光,2013/6/28,"15,400,041",14.76,"20,666,609",23C
2395 研華,2013/6/28,"16,998,466",17.93,"80,884,661",23B
2397 友通,2013/6/28,"2,726,926",11.55,"3,410,718",23B
2399 映泰,2013/6/28,"2,546,759",15.26,"2,030,340",23B
2401 凌陽,2013/6/28,"10,315,057",,"6,207,854",23G
2402 毅嘉,2013/6/28,"6,366,708",12.89,"5,013,849",23B
2404 漢唐,2013/6/28,"4,738,468",7.03,"6,980,227",23H
2405 浩鑫,2013/6/28,"3,930,438",8.93,"4,574,762",23B
2406 國碩,2013/6/28,"6,088,874",,"5,956,086",23C
2408 南亞科,2013/6/28,"4,009,583",,"140,409,509",
2409 友達,2013/6/28,"174,590,276",,"104,904,271",23C
2412 中華電,2013/6/28,"345,288,968",16.2,"791,259,492",23K
2413 環科,2013/6/28,"1,778,774",,"1,021,419",23D
2414 精技,2013/6/28,"2,748,070",10.55,"2,417,938",23T
2415 錩新,2013/6/28,"1,527,259",7.13,"1,169,709",23U
2417 圓剛,2013/6/28,"3,664,380",,"2,742,021",23B
2419 仲琦,2013/6/28,"3,000,878",9.13,"3,637,460",23E
2420 新巨,2013/6/28,"2,291,131",8.9,"4,732,088",
2421 建準,2013/6/28,"3,493,020",12.77,"4,391,258",23D
2423 固緯,2013/6/28,"1,747,215",15.99,"2,042,075",23H
2424 隴華,2013/6/28,"346,485",50.3,"972,000",23B
2425 承啟,2013/6/28,"1,201,895",17.78,"4,000,118",23B
2426 鼎元,2013/6/28,"3,120,558",,"2,458,526",23C
2427 三商電,2013/6/28,"2,090,279",,"1,667,151",23X
2428 興勤,2013/6/28,"3,530,843",7.13,"3,909,998",23D
2429 銘旺科,2013/6/28,"281,314",,"811,200",23B
2430 燦坤,2013/6/28,"4,328,371",9.81,"7,192,536",23T
2431 聯昌,2013/6/28,"1,447,466",,"1,038,277",23D
2433 互盛電,2013/6/28,"3,723,073",9.17,"4,883,965",23T
2434 統懋,2013/6/28,"1,001,879",,"897,226",23D
2436 偉詮電,2013/6/28,"2,452,956",35.37,"3,960,600",23G
2438 翔耀,2013/6/28,"186,755",,"164,880",23D
2439 美律,2013/6/28,"4,578,781",18.22,"10,309,780",23U
2440 太空梭,2013/6/28,"1,209,847",,"1,029,466",23D
2441 超豐,2013/6/28,"11,034,535",9.57,"13,908,512",23G
2442 新美齊,2013/6/28,"1,935,890",41.36,"1,536,556",23C
2443 億麗,2013/6/28,"1,648,982",,"616,024",23C
2444 兆勁,2013/6/28,"1,078,154",,"892,740",23E
2449 京元電子,2013/6/28,"20,794,720",10.75,"26,357,145",23G
2450 神腦,2013/6/28,"5,340,002",13.39,"25,340,167",23T
2451 創見,2013/6/28,"18,453,565",10.26,"40,060,773",23G
2453 凌群,2013/6/28,"1,673,615",10.17,"1,130,000",23X
2454 聯發科,2013/6/28,"178,352,968",21.64,"470,268,688",23G
2455 全新,2013/6/28,"3,383,782",15.03,"8,209,815",23G
2456 奇力新,2013/6/28,"3,120,029",6.79,"2,522,509",23D
2457 飛宏,2013/6/28,"5,802,698",16.92,"5,681,842",23D
2458 義隆,2013/6/28,"7,073,895",16.71,"29,200,365",23G
2459 敦吉,2013/6/28,"4,720,023",6.43,"3,843,129",23T
2460 建通,2013/6/28,"2,844,679",,"1,887,578",23D
2461 光群雷,2013/6/28,"3,013,943",7.77,"2,900,225",23C
2462 良得電,2013/6/28,"1,590,793",9,"2,483,116",23D
2464 盟立,2013/6/28,"3,052,677",12.69,"3,989,111",23H
2465 麗臺,2013/6/28,"750,053",,"555,161",23B
2466 冠西電,2013/6/28,"1,516,808",,"4,131,571",23C
2467 志聖,2013/6/28,"2,748,244",13.41,"3,389,184",23H
2468 華經,2013/6/28,"1,042,380",76.77,"694,713",23X
2471 資通,2013/6/28,"706,101",8.9,"878,906",23X
2472 立隆電,2013/6/28,"3,861,554",4.42,"2,384,646",23D
2474 可成,2013/6/28,"67,270,046",6.84,"117,109,668",23D
2476 鉅祥,2013/6/28,"5,549,145",6.27,"3,994,370",23D
2477 美隆電,2013/6/28,"3,164,969",14.87,"3,009,069",23U
2478 大毅,2013/6/28,"4,789,595",31.24,"3,909,635",23D
2480 敦陽科,2013/6/28,"2,607,327",10.16,"3,430,110",23X
2481 強茂,2013/6/28,"8,153,236",,"4,240,059",23D
2482 連宇,2013/6/28,"835,846",179.37,"738,657",23C
2483 百容,2013/6/28,"2,183,063",18.63,"1,422,329",23D
2484 希華,2013/6/28,"2,546,600",41.83,"1,818,848",23D
2485 兆赫,2013/6/28,"6,656,115",11.24,"7,767,496",23K
2486 一詮,2013/6/28,"3,865,482",24.16,"3,918,509",23D
2488 漢平,2013/6/28,"1,458,582",7.73,"1,407,982",23U
2489 瑞軒,2013/6/28,"14,308,378",20.41,"20,414,797",23C
2491 吉祥全,2013/6/28,"919,241",,"181,440",23C
2492 華新科,2013/6/28,"14,838,047",,"5,175,473",23D
2493 揚博,2013/6/28,"1,997,722",10.15,"3,124,130",23H
2495 普安,2013/6/28,"3,981,337",66.18,"4,253,910",23C
2496 卓越,2013/6/28,"108,870",11.63,"346,877",23K
2497 怡利電,2013/6/28,"1,627,078",14.16,"3,528,301",23U
2498 宏達電,2013/6/28,"81,059,700",23.91,"203,640,428",23K
2501 國建,2013/6/28,"23,534,000",15.84,"31,556,611",25A
2504 國產,2013/6/28,"27,015,858",66.13,"18,079,646",11B
2505 國揚,2013/6/28,"5,141,464",10.31,"9,294,526",25A
2506 太設,2013/6/28,"6,468,660",,"3,739,200",25A
2509 全坤建,2013/6/28,"3,374,743",3.38,"3,338,544",25A
2511 太子,2013/6/28,"16,583,284",3.57,"23,949,244",25A
2514 龍邦,2013/6/28,"14,391,201",4.23,"11,405,084",25A
2515 中工,2013/6/28,"19,326,077",,"12,474,639",25B
2516 新建,2013/6/28,"2,671,088",,"2,052,651",25B
2520 冠德,2013/6/28,"9,994,970",24.03,"19,144,058",25A
2524 京城,2013/6/28,"8,845,241",6.02,"10,657,502",25A
2527 宏璟,2013/6/28,"5,548,994",47.37,"3,622,100",25A
2528 皇普,2013/6/28,"1,053,998",,"1,228,940",25A
2530 華建,2013/6/28,"3,203,393",97.09,"3,073,035",25A
2534 宏盛,2013/6/28,"9,176,147",,"14,373,820",25A
2535 達欣工,2013/6/28,"4,097,645",7.26,"5,995,681",25B
2536 宏普,2013/6/28,"8,515,673",9.52,"9,440,250",25A
2537 聯上發,2013/6/28,"1,978,951",7.06,"2,836,260",25A
2538 基泰,2013/6/28,"5,540,489",11.26,"8,887,795",25A
2539 櫻花建,2013/6/28,"2,198,888",15.3,"4,867,288",25A
2540 愛山林,2013/6/28,"51,538",,"431,200",25A
2542 興富發,2013/6/28,"21,667,595",3.77,"37,691,010",25A
2543 皇昌,2013/6/28,"1,623,584",,"1,415,756",25B
2545 皇翔,2013/6/28,"10,389,252",3.35,"23,039,700",25A
2546 根基,2013/6/28,"2,086,227",9.67,"1,717,767",25B
2547 日勝生,2013/6/28,"6,764,246",,"17,501,533",25A
2548 華固,2013/6/28,"13,209,322",4.02,"23,944,238",25A
2597 潤弘,2013/6/28,"3,931,895",8.12,"6,372,000",25C
2601 益航,2013/6/28,"13,694,982",5.92,"7,760,029",26A
2603 長榮,2013/6/28,"59,776,095",,"56,989,213",26A
2605 新興,2013/6/28,"16,646,847",8.85,"15,088,471",26A
2606 裕民,2013/6/28,"24,154,925",91.03,"40,326,752",26A
2607 榮運,2013/6/28,"19,639,306",35.22,"19,848,823",
2608 嘉里大榮,2013/6/28,"7,102,659",17.87,"17,457,310",26C
2609 陽明,2013/6/28,"33,601,149",,"35,092,977",
2610 華航,2013/6/28,"52,075,516",151.81,"58,760,000",26D
2611 志信,2013/6/28,"2,915,994",,"2,474,904",26C
2612 中航,2013/6/28,"9,933,079",17.09,"8,348,196",26A
2613 中櫃,2013/6/28,"2,395,110",17.4,"1,539,717",26C
2614 東森,2013/6/28,"11,026,836",,"5,503,896",26A
2615 萬海,2013/6/28,"29,579,004",18.27,"34,272,689",26A
2616 山隆,2013/6/28,"2,686,331",8.97,"2,734,794",26C
2617 台航,2013/6/28,"9,446,932",15.44,"8,971,821",26A
2618 長榮航,2013/6/28,"38,217,727",25.68,"55,890,907",26D
2630 亞航,2013/6/28,"1,271,784",,,15D
2633 台灣高鐵,2013/6/28,"41,840,800",11.34,"32,761,557",26B
2634 漢翔,2013/6/28,"8,128,124",,,99Z
2636 台驊投控,2013/6/28,"1,263,334",11.32,"1,395,149",26C
2637 慧洋-KY,2013/6/28,"17,456,589",8.97,"15,333,838",26A
2642 宅配通,2013/6/28,"1,025,187",10.1,"3,010,000",26C
2701 萬企,2013/6/28,"5,750,734",21.14,"4,880,471",27A
2702 華園,2013/6/28,"1,015,085",18.12,"1,592,347",27A
2704 國賓,2013/6/28,"8,540,653",30.04,"11,044,382",27A
2705 六福,2013/6/28,"4,845,553",,"4,590,350",27A
2706 第一店,2013/6/28,"6,435,552",20.31,"6,758,899",27A
2707 晶華,2013/6/28,"2,774,811",26.35,"34,110,390",27A
2712 遠雄來,2013/6/28,"1,004,442",30.41,"1,900,000",27A
2722 夏都,2013/6/28,"1,287,960",18.41,"3,446,681",27A
2723 美食-KY,2013/6/28,"6,045,210",20.69,"24,413,760",27A
2727 王品,2013/6/28,"4,438,634",18.5,"30,159,608",27A
2731 雄獅,2013/6/28,"1,145,673",15.04,"4,395,600",
2739 寒舍,2013/6/28,"1,275,427",,,27A
2801 彰銀,2013/6/28,"108,590,535",11.94,"119,856,937",28A
2809 京城銀,2013/6/28,"21,149,317",7.14,"30,631,467",28A
2812 台中銀,2013/6/28,"29,404,487",6.68,"25,158,372",28A
2816 旺旺保,2013/6/28,"2,616,205",9.44,"3,160,000",28J
2820 華票,2013/6/28,"20,580,544",9.26,"14,839,708",28F
2823 中壽,2013/6/28,"57,152,830",12.31,"70,799,693",28I
2832 台產,2013/6/28,"6,392,607",9.67,"7,985,761",28J
2834 臺企銀,2013/6/28,"55,128,303",11.88,"43,790,078",28A
2836 高雄銀,2013/6/28,"10,505,427",16.21,"6,715,997",28A
2838 聯邦銀,2013/6/28,"26,861,067",7.31,"22,467,424",28A
2841 台開,2013/6/28,"8,324,192",20.34,"7,044,475",25B
2845 遠東銀,2013/6/28,"27,832,568",8.16,"27,243,447",28A
2849 安泰銀,2013/6/28,"24,153,697",6.11,"25,951,010",28A
2850 新產,2013/6/28,"6,555,553",6.75,"7,061,773",28J
2851 中再保,2013/6/28,"8,160,682",11.66,"7,386,750",28J
2852 第一保,2013/6/28,"4,629,126",6.71,"5,993,144",28J
2855 統一證,2013/6/28,"21,520,970",21.52,"23,220,738",30A
2867 三商壽,2013/6/28,"21,814,778",7.1,"18,304,948",28I
2880 華南金,2013/6/28,"129,877,564",13.67,"144,900,504",28L
2881 富邦金,2013/6/28,"283,045,616",9.08,"389,511,490",28L
2882 國泰金,2013/6/28,"318,561,144",14.39,"444,394,247",28L
2883 開發金,2013/6/28,"161,766,628",18.7,"126,525,850",28L
2884 玉山金,2013/6/28,"78,301,955",10.08,"91,695,810",28L
2885 元大金,2013/6/28,"158,048,865",19.1,"154,342,079",28L
2886 兆豐金,2013/6/28,"209,163,732",10.58,"260,483,473",28L
2887 台新金,2013/6/28,"188,676,345",3.8,"90,968,104",28L
2888 新光金,2013/6/28,"106,260,483",8.06,"91,772,509",28L
2889 國票金,2013/6/28,"31,546,179",22.1,"25,529,800",28L
2890 永豐金,2013/6/28,"101,824,355",8.57,"108,332,390",28L
2891 中信金,2013/6/28,"185,152,960",9.23,"255,070,402",28L
2892 第一金,2013/6/28,"135,821,070",12.05,"144,225,140",28L
2897 王道銀行,2013/6/28,"42,148,878",9.04,"14,295,226",28A
