公司,年月,股東權益總額,當季季底P/E,季底普通股市值,TEJ主產業代碼
2901 欣欣,2013/6/28,"828,089",64.02,"2,885,199",29A
2903 遠百,2013/6/28,"35,349,055",12.93,"39,110,045",29A
2904 匯僑,2013/6/28,"927,128",9.23,"1,943,307",29B
2905 三商,2013/6/28,"23,005,956",6.63,"14,885,299",29A
2906 高林,2013/6/28,"3,275,087",52.18,"2,734,370",29B
2908 特力,2013/6/28,"6,468,561",20.81,"12,344,236",29B
2910 統領,2013/6/28,"2,168,408",37.81,"6,011,280",29A
2911 麗嬰房,2013/6/28,"3,384,621",77.11,"3,782,180",29A
2912 統一超,2013/6/28,"23,402,319",18.7,"204,285,723",29A
2913 農林,2013/6/28,"13,389,431",44.96,"11,646,025",
2915 潤泰全,2013/6/28,"24,361,644",10.28,"55,702,931",29A
2923 鼎固-KY,2013/6/28,"48,829,840",20.7,"41,743,029",25A
2929 淘帝-KY,2013/6/28,"1,229,019",,,29A
3002 歐格,2013/6/28,"1,293,233",18.38,"1,030,200",23D
3003 健和興,2013/6/28,"2,985,436",8.46,"2,855,980",15D
3004 豐達科,2013/6/28,"768,722",8.47,"1,649,102",15D
3005 神基,2013/6/28,"12,982,631",13.52,"8,876,049",23D
3006 晶豪科,2013/6/28,"5,571,218",31.97,"11,319,910",23G
3008 大立光,2013/6/28,"24,676,865",13.68,"128,774,400",23U
3010 華立,2013/6/28,"9,014,920",6.51,"9,544,838",23T
3011 今皓,2013/6/28,"1,578,637",,"870,191",23D
3013 晟銘電,2013/6/28,"1,944,896",29.84,"3,843,808",23D
3014 聯陽,2013/6/28,"3,806,882",21.55,"4,962,286",23G
3015 全漢,2013/6/28,"6,226,428",8.34,"6,362,369",23D
3016 嘉晶,2013/6/28,"1,059,931",,"1,135,827",23G
3017 奇鋐,2013/6/28,"7,237,419",23.66,"5,087,664",23D
3018 同開,2013/6/28,"464,286",,"637,728",23H
3019 亞光,2013/6/28,"13,738,881",,"8,852,697",23U
3021 鴻名,2013/6/28,"1,133,928",22.89,"1,185,436",23X
3022 威強電,2013/6/28,"6,387,900",8.7,"10,103,099",23B
3023 信邦,2013/6/28,"4,206,835",6.87,"5,659,008",23D
3024 憶聲,2013/6/28,"3,881,602",,"1,876,344",23C
3025 星通,2013/6/28,"768,336",11.15,"762,390",23E
3026 禾伸堂,2013/6/28,"9,633,395",12.04,"9,526,456",23D
3027 盛達,2013/6/28,"1,437,391",26.84,"1,194,392",23E
3028 增你強,2013/6/28,"4,328,060",10.49,"4,194,921",
3029 零壹,2013/6/28,"1,287,251",18.11,"1,312,204",23X
3030 德律,2013/6/28,"4,688,329",6.49,"9,404,101",23H
3031 佰鴻,2013/6/28,"2,843,664",,"2,832,106",23C
3032 偉訓,2013/6/28,"1,596,365",34.17,"1,425,333",23D
3033 威健,2013/6/28,"3,626,088",9.49,"5,171,486",23T
3034 聯詠,2013/6/28,"22,135,530",15.1,"88,332,468",23G
3035 智原,2013/6/28,"6,502,462",11.6,"12,536,792",23G
3036 文曄,2013/6/28,"10,972,256",7.91,"11,662,871",23T
3037 欣興,2013/6/28,"49,497,701",11.7,"44,157,964",23B
3038 全台,2013/6/28,"1,842,363",268.63,"1,268,460",23C
3040 遠見,2013/6/28,"1,570,625",65.3,"1,708,579",23Z
3041 揚智,2013/6/28,"6,032,141",21.49,"9,422,945",23G
3042 晶技,2013/6/28,"7,801,352",9.84,"12,700,037",23D
3043 科風,2013/6/28,"669,846",,"1,013,366",23D
3044 健鼎,2013/6/28,"24,852,475",11.66,"34,006,644",23B
3045 台灣大,2013/6/28,"50,455,378",19.57,"405,368,592",23K
3046 建碁,2013/6/28,"1,344,649",,"962,256",23B
3047 訊舟,2013/6/28,"2,548,895",10.91,"2,248,199",23E
3048 益登,2013/6/28,"2,126,963",8.51,"1,852,650",23T
3049 和鑫,2013/6/28,"4,961,128",2.96,"9,635,055",23C
3050 鈺德,2013/6/28,"2,396,036",36.19,"1,394,921",23C
3051 力特,2013/6/28,"1,058,984",8.06,"2,202,498",23C
3052 夆典,2013/6/28,"1,808,146",,"2,608,977",
3054 立萬利,2013/6/28,"1,306,467",16.95,"2,144,654",23C
3055 蔚華科,2013/6/28,"2,854,257",16.32,"1,567,128",23H
3056 總太,2013/6/28,"1,862,624",4.99,"3,832,512",25A
3057 喬鼎,2013/6/28,"1,766,084",9.93,"2,668,891",23C
3058 立德,2013/6/28,"2,822,172",9.47,"2,975,855",23D
3059 華晶科,2013/6/28,"10,185,757",84.02,"6,951,573",23U
3060 銘異,2013/6/28,"4,594,568",45.65,"14,447,517",23C
3062 建漢,2013/6/28,"5,090,639",44.98,"8,074,409",23E
3090 日電貿,2013/6/28,"2,500,206",12.93,"2,856,935",23T
3092 鴻碩,2013/6/28,"1,111,899",,"673,343",23D
3094 聯傑,2013/6/28,"1,225,217",20.69,"1,582,111",23G
3130 一零四,2013/6/28,"1,030,962",9.57,"2,606,420",23K
3138 耀登,2013/6/28,"517,935",31.28,"416,395",23D
3149 正達,2013/6/28,"9,897,801",57.3,"14,232,140",23C
3164 景岳,2013/6/28,"863,864",94.36,"2,801,906",17C
3167 大量,2013/6/28,"1,055,831",12.42,"1,971,447",23H
3189 景碩,2013/6/28,"25,800,522",15.74,"50,844,000",23B
3209 全科,2013/6/28,"1,560,316",15.83,"2,082,608",23T
3229 晟鈦,2013/6/28,"570,751",,"965,184",23B
3231 緯創,2013/6/28,"63,551,503",7.87,"66,488,562",23A
3257 虹冠電,2013/6/28,"799,334",12.32,"1,765,997",23G
3266 昇陽,2013/6/28,"2,506,502",12.95,"8,570,602",25A
3296 勝德,2013/6/28,"1,789,634",,"2,645,938",
3305 昇貿,2013/6/28,"3,756,010",8.19,"3,916,964",23B
3308 聯德,2013/6/28,"1,243,924",,"802,590",23D
3311 閎暉,2013/6/28,"6,223,037",10.81,"9,228,200",23D
3312 弘憶股,2013/6/28,"1,488,632",8.36,"1,058,958",23T
3321 同泰,2013/6/28,"689,206",,,23B
3338 泰碩,2013/6/28,"774,477",7.59,"1,506,600",23D
3346 麗清,2013/6/28,"650,774",9.99,"948,478",23C
3356 奇偶,2013/6/28,"1,659,684",11.27,"7,836,507",23C
3376 新日興,2013/6/28,"9,252,097",9.4,"12,383,699",23D
3380 明泰,2013/6/28,"9,125,696",13.39,"9,540,377",
3383 新世紀,2013/6/28,"5,485,400",,"5,619,600",23C
3406 玉晶光,2013/6/28,"8,529,556",40.01,"17,043,741",23U
3413 京鼎,2013/6/28,"378,110",18.8,"1,188,000",23H
3416 融程電,2013/6/28,"1,096,681",9.89,"2,152,493",23B
3419 譁裕,2013/6/28,"1,664,261",,"2,030,200",23D
3432 台端,2013/6/28,"1,398,298",,"803,919",23D
3437 榮創,2013/6/28,"1,902,417",8.56,"6,305,000",23C
3443 創意,2013/6/28,"3,208,909",25.44,"13,012,468",23G
3450 聯鈞,2013/6/28,"2,069,055",10.42,"5,541,217",
3454 晶睿,2013/6/28,"1,915,857",9.55,"8,777,732",23C
3481 群創,2013/6/28,"194,647,544",264.91,"136,074,302",23C
3494 誠研,2013/6/28,"2,133,604",,"2,658,720",23T
3501 維熹,2013/6/28,"4,561,344",8.61,"5,794,927",23D
3504 揚明光,2013/6/28,"3,858,258",17.02,"8,999,255",23C
3515 華擎,2013/6/28,"5,886,156",9.32,"11,906,744",23B
3518 柏騰,2013/6/28,"3,751,219",,"3,226,047",23H
3528 安馳,2013/6/28,"962,178",9.22,"1,540,391",23T
3530 晶相光,2013/6/28,"688,694",,"2,245,210",23G
3532 台勝科,2013/6/28,"18,583,444",63.67,"23,426,019",23G
3533 嘉澤,2013/6/28,"6,301,375",6.22,"6,898,603",23D
3535 晶彩科,2013/6/28,"961,244",,"829,198",23H
3536 誠創,2013/6/28,"1,202,957",,"1,495,099",23C
3543 州巧,2013/6/28,"3,489,143",,"894,680",23D
3545 敦泰,2013/6/28,"2,850,414",18.52,"8,558,279",23G
3550 聯穎,2013/6/28,"2,209,519",12.19,"1,122,000",23D
3557 嘉威,2013/6/28,"1,459,625",,"1,203,774",23C
3563 牧德,2013/6/28,"627,505",11.39,"2,300,659",23H
3576 聯合再生,2013/6/28,"14,705,323",,"14,155,740",23C
3583 辛耘,2013/6/28,"1,772,127",11.95,"3,683,711",23H
3588 通嘉,2013/6/28,"1,105,297",14.01,"1,992,843",
3591 艾笛森,2013/6/28,"3,558,883",,"4,109,020",23C
3593 力銘,2013/6/28,"1,512,920",,"1,341,642",23D
3596 智易,2013/6/28,"5,554,882",7.24,"6,197,004",23E
3605 宏致,2013/6/28,"3,493,616",15.39,"3,097,336",23D
3607 谷崧,2013/6/28,"6,484,547",10.64,"7,819,289",23D
3617 碩天,2013/6/28,"3,043,398",9.58,"4,509,211",23D
3622 洋華,2013/6/28,"10,063,599",9.94,"7,577,375",23C
3645 達邁,2013/6/28,"1,744,036",36.73,"3,427,730",23B
3653 健策,2013/6/28,"4,141,461",33.62,"6,452,170",23D
3661 世芯-KY,2013/6/28,"1,480,262",,"1,319,840",23G
3665 貿聯-KY,2013/6/28,"2,999,682",7.82,"4,480,707",23D
3669 圓展,2013/6/28,"2,527,702",33.83,"2,018,750",23U
3673 TPK-KY,2013/6/28,"45,290,802",7.21,"157,728,000",23C
3679 新至陞,2013/6/28,"4,379,051",10.84,"3,912,105",23D
3682 亞太電,2013/6/28,"34,352,362",15.52,"45,155,000",23K
3686 達能,2013/6/28,"4,550,318",,"2,926,770",23C
3694 海華,2013/6/28,"2,184,681",,"2,350,068",23E
3701 大眾控,2013/6/28,"4,506,421",,"2,510,995",23A
3702 大聯大,2013/6/28,"37,769,916",10.17,"58,777,670",23T
3703 欣陸,2013/6/28,"18,354,371",19.68,"9,252,738",25B
3704 合勤控,2013/6/28,"9,443,533",73.99,"6,534,556",23E
3705 永信,2013/6/28,"5,444,024",18.96,"10,656,912",17C
4104 佳醫,2013/6/28,"6,676,264",25.03,"5,775,852",17G
4106 雃博,2013/6/28,"1,798,651",11.91,"2,730,859",17G
4108 懷特,2013/6/28,"2,734,786",,"6,615,947",17C
4119 旭富,2013/6/28,"1,217,280",13.56,"3,379,927",17C
4133 亞諾法,2013/6/28,"1,200,986",28.43,"2,739,116",17C
4137 麗豐-KY,2013/6/28,"1,066,922",,,17Z
4141 龍燈-KY,2013/6/28,"5,198,538",22.91,"7,634,366",17C
4142 國光生,2013/6/28,"3,443,748",,"6,924,190",17G
4155 訊映,2013/6/28,"549,542",13.68,"2,028,720",17G
4164 承業醫,2013/6/28,"3,570,285",20.6,"9,564,000",17G
4306 炎洲,2013/6/28,"10,176,045",9.55,"8,219,532",13A
4414 如興,2013/6/28,"733,842",9.88,"701,508",14C
4426 利勤,2013/6/28,"1,099,693",9.63,"2,003,826",14C
4526 東台,2013/6/28,"5,212,878",12.39,"5,232,127",15A
4532 瑞智,2013/6/28,"8,315,203",7.66,"11,678,098",15C
4536 拓凱,2013/6/28,"3,150,923",14.9,"13,169,520",99Z
4540 全球傳動,2013/6/28,"794,501",,,15A
4545 銘鈺,2013/6/28,"807,273",12.6,"2,972,776",23C
4551 智伸科,2013/6/28,"1,507,038",,,
4555 氣立,2013/6/28,"1,786,670",,,15C
4720 德淵,2013/6/28,"942,012",9.69,"1,105,109",17F
4722 國精化,2013/6/28,"1,635,732",15.83,"2,695,915",17F
4737 華廣,2013/6/28,"1,024,724",19.57,"2,544,473",17G
4739 康普,2013/6/28,"1,587,969",76.44,"914,225",17Z
4746 台耀,2013/6/28,"1,509,668",,"3,087,785",17C
4755 三福化,2013/6/28,"1,989,018",12.3,"3,056,000",17Z
4904 遠傳,2013/6/28,"68,482,417",17.83,"262,309,250",23K
4906 正文,2013/6/28,"8,733,739",9.37,"9,866,957",23E
4912 聯德控股-KY,2013/6/28,"932,778",9.48,"1,526,840",23D
4915 致伸,2013/6/28,"7,298,334",7.67,"11,020,865",23C
4916 事欣科,2013/6/28,"884,753",13.27,"2,450,976",23B
4919 新唐,2013/6/28,"2,715,708",10.18,"6,185,109",23G
4927 泰鼎-KY,2013/6/28,"2,567,236",8.2,"3,968,182",23B
4930 燦星網,2013/6/28,"7,295,630",60.93,"3,182,910",15C
4934 太極,2013/6/28,"2,749,011",,"2,771,305",23C
4935 茂林-KY,2013/6/28,"5,150,573",11.69,"4,682,239",23C
4938 和碩,2013/6/28,"134,334,249",6.4,"113,361,881",23A
4942 嘉彰,2013/6/28,"7,339,468",7.87,"5,635,248",23D
4943 康控-KY,2013/6/28,"813,054",,"910,765",23D
4952 凌通,2013/6/28,"1,876,768",15.03,"3,318,858",23G
4956 光鋐,2013/6/28,"1,914,163",59.72,"2,239,098",23C
4958 臻鼎-KY,2013/6/28,"21,784,129",9.46,"48,114,270",23B
4960 誠美材,2013/6/28,"9,845,589",5.25,"16,355,961",23C
4961 天鈺,2013/6/28,"1,637,447",50.34,"4,216,510",23G
4967 十銓,2013/6/28,"674,331",7.1,"572,958",23G
4968 立積,2013/6/28,"257,975",,"738,171",23G
4976 佳凌,2013/6/28,"1,570,473",12.05,"3,470,000",23U
4977 眾達-KY,2013/6/28,"841,591",13.7,"2,540,481",23K
4989 榮科,2013/6/28,"219,996",,"259,290",23B
4994 傳奇,2013/6/28,"1,238,446",27.52,"8,330,328",23X
4999 鑫禾,2013/6/28,"2,086,258",9.69,"4,363,554",23D
5007 三星,2013/6/28,"4,169,802",15.68,"12,779,444",20A
5203 訊連,2013/6/28,"4,455,575",9.98,"9,435,000",23X
5215 科嘉-KY,2013/6/28,"1,732,692",10.35,"1,762,425",23D
5225 東科-KY,2013/6/28,"1,638,728",10.91,"4,920,750",23U
5234 達興材料,2013/6/28,"1,647,687",10.57,"5,220,250",23C
5243 乙盛-KY,2013/6/28,"5,332,401",,,23U
5258 虹堡,2013/6/28,"770,574",7.54,"842,108",23B
5269 祥碩,2013/6/28,"1,053,226",13.72,"2,641,731",23G
5283 禾聯碩,2013/6/28,"1,084,674",25.72,"2,296,050",23C
5284 jpp-KY,2013/6/28,"446,302",,,23D
5285 界霖,2013/6/28,"1,078,683",16.05,"1,997,520",23G
5288 豐祥-KY,2013/6/28,"1,339,658",,,15D
5388 中磊,2013/6/28,"3,882,459",9.2,"7,864,042",23E
5434 崇越,2013/6/28,"4,813,544",7.68,"7,944,912",23T
5469 瀚宇博,2013/6/28,"17,143,715",176.58,"6,227,930",23B
5471 松翰,2013/6/28,"3,023,228",11.64,"7,227,105",23G
5484 慧友,2013/6/28,"1,295,267",,"1,422,084",23C
5515 建國,2013/6/28,"5,961,237",,"5,275,743",25B
5519 隆大,2013/6/28,"1,816,013",13.57,"4,428,000",25B
5521 工信,2013/6/28,"4,181,883",52.61,"4,778,496",25B
5522 遠雄,2013/6/28,"30,128,369",5.14,"42,428,815",25A
5525 順天,2013/6/28,"3,624,189",5.12,"4,759,539",25A
5531 鄉林,2013/6/28,"8,995,507",15.84,"13,630,356",25A
5533 皇鼎,2013/6/28,"5,191,893",5.45,"4,743,924",25A
5534 長虹,2013/6/28,"9,476,262",4.05,"26,870,292",25A
5538 東明-KY,2013/6/28,"2,776,972",,,20A
5607 遠雄港,2013/6/28,"3,331,806",17.89,"3,433,576",26C
5608 四維航,2013/6/28,"8,351,702",34.19,"8,309,010",26A
5706 鳳凰,2013/6/28,"1,182,402",14.64,"3,681,918",27C
5871 中租-KY,2013/6/28,"26,750,199",8.43,"64,095,240",28H
5876 上海商銀,2013/6/28,"123,763,974",,,28A
5880 合庫金,2013/6/28,"145,131,009",15.25,"134,902,656",28L
5906 台南-KY,2013/6/28,"1,633,945",,"918,921",14C
5907 大洋-KY,2013/6/28,"9,569,257",7.36,"11,938,200",29A
6005 群益證,2013/6/28,"29,896,670",16.69,"24,164,534",
6024 群益期,2013/6/28,"1,945,853",8.25,"2,615,174",30C
6108 競國,2013/6/28,"3,307,403",13.7,"3,341,889",23B
6112 聚碩,2013/6/28,"1,692,149",11.32,"2,541,152",23X
6115 鎰勝,2013/6/28,"4,618,431",9.46,"7,483,387",23D
6116 彩晶,2013/6/28,"32,273,958",8.79,"37,666,216",23C
6117 迎廣,2013/6/28,"1,900,536",77.85,"1,329,750",23D
6120 達運,2013/6/28,"10,930,373",,"5,932,589",23C
6128 上福,2013/6/28,"1,549,385",8.47,"2,641,552",23D
6131 鈞泰,2013/6/28,"1,229,505",,"1,130,226",23C
6133 金橋,2013/6/28,"1,325,563",,"888,672",23D
6136 富爾特,2013/6/28,"3,097,690",14.91,"2,888,400",23T
6139 亞翔,2013/6/28,"8,225,424",8.8,"5,383,979",23H
6141 柏承,2013/6/28,"2,557,448",,"1,450,332",23B
6142 友勁,2013/6/28,"3,499,157",10.52,"2,665,431",23E
6152 百一,2013/6/28,"3,194,160",9.32,"4,564,482",23K
6153 嘉聯益,2013/6/28,"7,219,191",9.73,"9,159,163",23B
6155 鈞寶,2013/6/28,"1,374,359",11.39,"1,741,893",23D
6164 華興,2013/6/28,"1,501,631",11.14,"1,969,745",23C
6165 浪凡,2013/6/28,"666,902",,"612,808",23D
6166 凌華,2013/6/28,"3,003,345",17.52,"6,725,935",23B
6168 宏齊,2013/6/28,"2,689,795",,"2,379,868",23C
6172 互億,2013/6/28,"229,559",51.3,"284,461",23E
6176 瑞儀,2013/6/28,"19,477,573",7.84,"44,380,681",23C
6177 達麗,2013/6/28,"2,057,834",10.87,"4,821,912",
6183 關貿,2013/6/28,"1,870,615",12.88,"3,442,500",23K
6184 大豐電,2013/6/28,"3,092,983",12.65,"4,631,667",
6189 豐藝,2013/6/28,"3,134,885",7.5,"5,165,448",23T
6191 精成科,2013/6/28,"10,742,633",,"5,448,347",23B
6192 巨路,2013/6/28,"3,299,216",9,"7,799,247",23T
6196 帆宣,2013/6/28,"3,895,824",20.48,"3,028,824",23H
6197 佳必琪,2013/6/28,"3,694,148",32.57,"4,310,158",23D
6201 亞弘電,2013/6/28,"2,342,401",16.01,"2,506,520",23U
6202 盛群,2013/6/28,"3,510,341",11.09,"8,475,880",23G
6205 詮欣,2013/6/28,"1,442,951",8.71,"1,418,820",23D
6206 飛捷,2013/6/28,"3,272,520",11.23,"10,082,697",23B
6209 今國光,2013/6/28,"4,239,036",15.89,"5,202,400",23U
6213 聯茂,2013/6/28,"6,533,238",7.59,"11,134,228",23B
6214 精誠,2013/6/28,"12,537,892",17.62,"9,624,369",23X
6215 和椿,2013/6/28,"1,110,510",14.75,"976,910",23H
6216 居易,2013/6/28,"1,054,941",10.72,"1,517,669",23E
6224 聚鼎,2013/6/28,"1,653,764",9.33,"4,713,097",23D
6225 天瀚,2013/6/28,"188,939",,"298,937",23U
6226 光鼎,2013/6/28,"829,317",,"474,978",23C
6230 尼得科超眾,2013/6/28,"2,566,823",9.49,"6,467,091",23D
6235 華孚,2013/6/28,"1,488,004",,"1,646,810",23D
6239 力成,2013/6/28,"41,794,035",11.18,"43,865,920",23G
6243 迅杰,2013/6/28,"1,071,761",,"1,016,510",23G
6251 定穎,2013/6/28,"4,531,786",,"2,864,088",23B
6257 矽格,2013/6/28,"7,152,101",8.93,"8,941,600",23G
6269 台郡,2013/6/28,"6,719,828",8.88,"19,694,836",23B
6271 同欣電,2013/6/28,"8,624,062",12.76,"23,458,608",23C
6277 宏正,2013/6/28,"2,965,521",10.63,"6,463,381",23C
6278 台表科,2013/6/28,"13,099,891",5.2,"11,341,285",23B
6281 全國電,2013/6/28,"2,000,684",12.49,"7,418,066",23T
6282 康舒,2013/6/28,"8,369,274",8.74,"12,315,240",23D
6283 淳安,2013/6/28,"1,252,613",,"2,410,184",23C
6285 啟碁,2013/6/28,"9,572,884",8.62,"13,466,072",
6288 聯嘉,2013/6/28,"1,403,074",24.49,"1,005,490",23C
6289 華上,2013/6/28,"1,502,537",,"1,157,818",23C
6405 悅城,2013/6/28,"1,334,187",9.73,"5,217,173",23C
6409 旭隼,2013/6/28,"1,377,962",10.46,"7,335,041",23D
6412 群電,2013/6/28,"4,479,141",10.92,"13,064,420",
6414 樺漢,2013/6/28,"997,738",12.4,"4,471,501",23B
6415 矽力-KY,2013/6/28,"1,336,773",,,23G
6416 瑞祺電通,2013/6/28,"866,597",8.52,"2,173,086",23E
6426 統新,2013/6/28,"402,092",,,23K
6431 光麗-KY,2013/6/28,"1,083,706",,,23C
6438 迅得,2013/6/28,"808,463",,,23H
6442 光聖,2013/6/28,"1,522,258",,,23D
6443 元晶,2013/6/28,"2,369,194",,,23C
6449 鈺邦,2013/6/28,"773,367",,,23D
6451 訊芯-KY,2013/6/28,"2,013,983",,,23G
6464 台數科,2013/6/28,"3,698,933",,,99G
6477 安集,2013/6/28,"472,772",,,23C
6491 晶碩,2013/6/28,"411,645",,,17G
6504 南六,2013/6/28,"1,736,426",23.45,"8,929,800",14F
6505 台塑化,2013/6/28,"227,453,864",30.91,"728,735,864",13C
6515 穎崴,2013/6/28,"427,009",,,23B
6605 帝寶,2013/6/28,"8,704,656",8.36,"12,983,393",15D
8011 台通,2013/6/28,"2,044,755",11.5,"2,794,771",23K
8016 矽創,2013/6/28,"3,434,625",13.44,"4,613,640",23G
8021 尖點,2013/6/28,"4,156,815",6.84,"2,804,160",23B
8028 昇陽半導體,2013/6/28,"465,795",,,23G
8033 雷虎,2013/6/28,"721,552",,"958,568",99Z
8039 台虹,2013/6/28,"5,725,077",9.36,"8,164,780",23B
8046 南電,2013/6/28,"33,559,119",,"25,297,360",23B
8070 長華*,2013/6/28,"4,976,547",6.65,"7,203,026",23T
8072 陞泰,2013/6/28,"4,297,617",11.43,"9,400,000",23C
8081 致新,2013/6/28,"3,698,184",10.86,"7,591,753",23G
8101 華冠,2013/6/28,"3,928,714",,"5,006,128",23K
8103 瀚荃,2013/6/28,"1,944,907",8.16,"2,772,077",23D
8105 凌巨,2013/6/28,"7,199,605",,"4,414,750",23C
8110 華東,2013/6/28,"6,600,871",21.79,"5,557,415",23G
8112 至上,2013/6/28,"3,141,530",7.67,"2,433,440",23T
8114 振樺電,2013/6/28,"1,214,562",10.22,"5,289,528",23B
8131 福懋科,2013/6/28,"8,606,323",40.19,"9,286,662",23G
8150 南茂,2013/6/28,"17,267,264",12.01,"24,838,937",
8163 達方,2013/6/28,"8,642,723",35.26,"7,414,472",23C
8201 無敵,2013/6/28,"2,278,826",,"1,269,590",23Z
8210 勤誠,2013/6/28,"2,137,599",7.67,"4,276,450",23D
8213 志超,2013/6/28,"10,624,044",4.69,"9,411,672",23B
8215 明基材,2013/6/28,"2,588,267",17.3,"5,387,323",
8222 寶一,2013/6/28,"701,586",,,15D
8249 菱光,2013/6/28,"3,160,719",13.8,"2,070,997",23C
8261 富鼎,2013/6/28,"1,770,885",,"1,412,547",23G
8271 宇瞻,2013/6/28,"2,197,551",7.33,"4,205,090",23G
8341 日友,2013/6/28,"1,221,531",,,99L
8367 建新國際,2013/6/28,"1,571,257",,,26C
8374 羅昇,2013/6/28,"1,622,418",,"2,290,949",15A
8404 百和興業-KY,2013/6/28,"4,040,146",7.11,"3,215,765",14Z
8411 福貞-KY,2013/6/28,"4,102,063",7.55,"7,375,793",20B
8422 可寧衛,2013/6/28,"3,708,864",18.48,"24,935,352",99L
8427 基勝-KY,2013/6/28,"4,402,911",23.71,"6,771,600",99B
8429 金麗-KY,2013/6/28,"3,662,810",5.71,"7,403,242",99K
8443 阿瘦,2013/6/28,"1,433,055",19.6,"2,584,375",99K
8454 富邦媒,2013/6/28,"1,842,837",,,29D
8462 柏文,2013/6/28,"186,357",,,99Z
8463 潤泰材,2013/6/28,"759,358",,,18
8464 億豐,2013/6/28,"204,978",,,99B
8926 台汽電,2013/6/28,"9,735,955",21.87,"11,751,508",99D
8940 新天地,2013/6/28,"992,051",25.59,"1,552,293",27A
8996 高力,2013/6/28,"1,395,118",20.14,"4,067,831",20A
9103 美德醫療-DR,2013/6/28,"1,707,570",11.45,"542,602",17G
910322 康師傅-DR,2013/6/28,"107,723,310",0.15,"3,696,697",12Z
9105 泰金寶-DR,2013/6/28,"15,110,450",2.14,"2,027,272",23E
910861 神州-DR,2013/6/28,"33,556,856",0.12,"756,126",23X
9110 越南控-DR,2013/6/28,"4,985,956",,"229,781",22B
911608 明輝-DR,2013/6/28,"1,946,324",,"98,258",29B
911616 杜康-DR,2013/6/28,"9,405,116",0.31,"796,092",12Z
911622 泰聚亨-DR,2013/6/28,"5,712,729",,"387,000",20A
911868 同方友友-DR,2013/6/28,"5,561,756",,"345,210",23C
912000 晨訊科-DR,2013/6/28,"7,370,305",,"196,271",23E
912398 友佳-DR,2013/6/28,"3,240,730",1.84,"420,934",15A
9136 巨騰-DR,2013/6/28,"26,810,311",0.62,"2,224,000",23D
9188 精熙-DR,2013/6/28,"4,454,850",,"221,600",23U
9802 鈺齊-KY,2013/6/28,"4,739,644",17.34,"4,033,828",99K
9902 台火,2013/6/28,"1,159,034",,"1,715,858",99Z
9904 寶成,2013/6/28,"131,184,882",4.19,"83,760,698",99K
9905 大華,2013/6/28,"6,355,062",9.04,"10,065,000",20B
9906 欣巴巴,2013/6/28,"753,367",,"3,117,510",25A
9907 統一實,2013/6/28,"19,784,595",38.55,"41,136,727",20B
9908 大台北,2013/6/28,"10,000,811",16.64,"11,308,240",99D
9910 豐泰,2013/6/28,"10,102,930",8.64,"26,980,229",99K
9911 櫻花,2013/6/28,"3,556,280",12.2,"4,477,696",99B
9912 偉聯,2013/6/28,"725,012",,"1,272,001",
9914 美利達,2013/6/28,"8,877,571",13.88,"50,684,788",99Z
9917 中保科,2013/6/28,"9,279,211",13.78,"32,406,164",99I
9918 欣天然,2013/6/28,"2,792,449",18.48,"5,921,614",99D
9919 康那香,2013/6/28,"3,450,000",93.63,"2,818,902",14F
9921 巨大,2013/6/28,"15,717,456",17.78,"77,263,184",99Z
9924 福興,2013/6/28,"4,028,498",11.29,"5,125,894",99B
9925 新保,2013/6/28,"8,471,748",11.26,"14,244,525",99I
9926 新海,2013/6/28,"2,425,104",22.69,"6,277,830",99D
9927 泰銘,2013/6/28,"3,925,101",7.55,"6,937,564",20A
9928 中視,2013/6/28,"1,278,894",,"1,891,317",99H
9929 秋雨,2013/6/28,"895,537",,"1,051,649",99C
9930 中聯資源,2013/6/28,"3,822,380",14.51,"12,155,841",
9931 欣高,2013/6/28,"1,439,150",18.71,"3,228,452",99D
9933 中鼎,2013/6/28,"17,529,788",12.19,"40,343,449",
9934 成霖,2013/6/28,"6,722,495",,"5,920,683",99B
9935 慶豐富,2013/6/28,"1,075,993",,"737,856",99B
9937 全國,2013/6/28,"4,114,773",16.95,"8,266,900",99D
9938 百和,2013/6/28,"6,794,329",7.34,"7,493,769",14Z
9939 宏全,2013/6/28,"10,783,090",11.67,"18,241,259",13B
9940 信義,2013/6/28,"8,282,840",10.03,"24,861,491",25D
